순번,사업장명,인허가일자,영업상태명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,업태구분명,위생업태명,업데이트
601,은모래해물포차,2021-03-22,영업/정상,055 6331373,경상남도 거제시 고현동 1011-5,"경상남도 거제시 중곡로1길 26-3, 1층 (고현동)",53249,횟집,횟집
602,거제돈하루방,2021-03-24,영업/정상,055 6810014,경상남도 거제시 장승포동 232-30,"경상남도 거제시 신부로 2, 101호 (장승포동)",53319,식육(숯불구이),식육(숯불구이)
603,중국성,2021-03-25,영업/정상,055 6336261,경상남도 거제시 고현동 101-2,"경상남도 거제시 거제중앙로19길 13, 1층 (고현동)",53254,중국식,중국식
604,고현시락국.재첩국,2021-03-25,영업/정상,055 637 0033,경상남도 거제시 고현동 793-5,"경상남도 거제시 고현로 69, 1층 (고현동)",53253,한식,한식
605,어온(EOON),2021-03-30,영업/정상,,경상남도 거제시 하청면 어온리 406,"경상남도 거제시 하청면 칠천로 1332, 1층",53203,경양식,경양식
606,뚝배기,2021-03-30,영업/정상,055 6827370,경상남도 거제시 아주동 1696-10,"경상남도 거제시 아주로 50, 1층 (아주동)",53305,기타,기타
607,개코얼큰이불닭발 본점,2021-03-31,영업/정상,055 6819258,경상남도 거제시 아주동 1690-6,"경상남도 거제시 아주1로 24, 1층 (아주동)",53305,정종/대포집/소주방,정종/대포집/소주방
608,태국식당입니다카(KA),2021-04-02,영업/정상,50714455561,경상남도 거제시 수월동 1059 엘리유리안2차,"경상남도 거제시 해명로4길 8, 301동 지하1층 B107호 (수월동, 엘리유리안2차)",53239,한식,한식
609,둥지카페,2021-04-02,영업/정상,,경상남도 거제시 장승포동 499-31,"경상남도 거제시 장승포로 19, 2층 (장승포동)",53320,정종/대포집/소주방,정종/대포집/소주방
610,백분식,2021-04-07,영업/정상,055 6320100,경상남도 거제시 사등면 사곡리 877-10,"경상남도 거제시 사등면 두동로 20, 1층 102호",53278,분식,분식
611,복연각,2021-04-07,영업/정상,055 637 1037,경상남도 거제시 거제면 옥산리 1512,"경상남도 거제시 거제면 두동로 259-91, 거제오션 파크자이 상가동 1층 101호",53284,중국식,중국식
612,산봉오리,2021-04-08,영업/정상,055 6343007,경상남도 거제시 고현동 196-2,"경상남도 거제시 동문천로 33, 1층 (고현동)",53256,한식,한식
613,와이리,2021-04-08,영업/정상,50714300616,경상남도 거제시 고현동 987-16,"경상남도 거제시 중곡1로 88, 1층 (고현동)",53245,한식,한식
614,장금이국전문점,2021-04-09,영업/정상,,경상남도 거제시 장평동 58-9,"경상남도 거제시 장평로 13-1, 1층 (장평동)",53268,한식,한식
615,참향,2021-04-09,영업/정상,,경상남도 거제시 능포동 379-28 대원오피스텔,"경상남도 거제시 옥수로8길 100, 1층 (능포동)",53316,횟집,횟집
616,남다른감자탕 양정점,2021-04-12,영업/정상,055 638 2110,경상남도 거제시 양정동 902-15 거제빌딩,"경상남도 거제시 제산로 48, 거제빌딩 2층 (양정동)",53243,한식,한식
617,마르아줄,2021-04-16,영업/정상,,경상남도 거제시 일운면 구조라리 96-1,"경상남도 거제시 일운면 구조라로 50-1, 1층",53329,기타,기타
618,케이(K)181,2021-04-16,영업/정상,055 636 5030,경상남도 거제시 장목면 송진포리 181-15,"경상남도 거제시 장목면 거제북로 2707, 1층",53200,기타,기타
619,더웨이브147,2021-04-16,영업/정상,,경상남도 거제시 사등면 덕호리 269,"경상남도 거제시 사등면 덕호해안길 147-1, 덕호리 야영장 관리동 1층",53274,기타,기타
620,호떡당,2021-04-21,영업/정상,50714316465,경상남도 거제시 장목면 대금리 21-5,"경상남도 거제시 장목면 복항길 2, 주1동 1층 102호",53202,분식,분식
621,아주냉삼,2021-04-26,영업/정상,,경상남도 거제시 아주동 1702-15,"경상남도 거제시 아주로 12, 1층 (아주동)",53305,식육(숯불구이),식육(숯불구이)
622,학섬식당,2021-04-27,영업/정상,,경상남도 거제시 장목면 시방리 157,"경상남도 거제시 장목면 이수도길 21-6, 1동 1층",53202,한식,한식
623,바다,2021-04-27,영업/정상,,경상남도 거제시 거제면 서상리 366,"경상남도 거제시 거제면 읍내로 64-1, 1층",53286,한식,한식
624,티바두마리치킨장승포점,2021-04-27,영업/정상,055 6817680,경상남도 거제시 장승포동 283-99 신부월드,"경상남도 거제시 장승포로 49, 신부월드 2층 207호 (장승포동)",53320,호프/통닭,호프/통닭
625,??:다(i:t-da),2021-04-28,영업/정상,,경상남도 거제시 사등면 덕호리 107-124,"경상남도 거제시 사등면 덕호해안길 34, 1층",53274,기타,기타
626,송정원,2021-04-29,영업/정상,055 6384431,경상남도 거제시 연초면 송정리 672-4,"경상남도 거제시 연초면 송정5길 4, 2층",53211,중국식,중국식
627,영푸드,2021-04-30,영업/정상,,경상남도 거제시 일운면 지세포리 1412 거제 코아루 파크드림,"경상남도 거제시 일운면 지세포1길 27, 201동 지하1층 106호 (거제 코아루 파크드림)",53328,한식,한식
628,피자나라 치킨공주 거제아주점,2021-05-03,영업/정상,055 6810875,경상남도 거제시 아주동 1676-10,"경상남도 거제시 아주2로 71-1, 1층 (아주동)",53308,호프/통닭,호프/통닭
629,그집,2021-05-03,영업/정상,,경상남도 거제시 고현동 987-18,"경상남도 거제시 중곡1로 90-2, 1층 (고현동)",53245,식육(숯불구이),식육(숯불구이)
630,매오로시,2021-05-03,영업/정상,50713779479,경상남도 거제시 남부면 저구리 524-2,"경상남도 거제시 남부면 근포1길 38-4, 주2동 1~2층",53333,기타,기타
631,철이네연탄구이,2021-05-04,영업/정상,,경상남도 거제시 옥포동 531-1,"경상남도 거제시 옥포대첩로5길 8, 1층 (옥포동)",53222,식육(숯불구이),식육(숯불구이)
632,오븐에빠진막창(거제점),2021-05-04,영업/정상,055 6355882,경상남도 거제시 장평동 99-12,"경상남도 거제시 장평3로2길 45-1, 1층 (장평동)",53268,식육(숯불구이),식육(숯불구이)
633,순자토스트,2021-05-07,영업/정상,50713742579,경상남도 거제시 옥포동 1293-1 옥현시장,"경상남도 거제시 옥포로 250, 옥현시장 1층 114호 (옥포동)",53219,분식,분식
634,소탐돼실,2021-05-11,영업/정상,055 6362988,경상남도 거제시 장목면 농소리 78-8 농협창고,"경상남도 거제시 장목면 임호1길 8, 1층",53200,한식,한식
635,양푼리 옥포점,2021-05-12,영업/정상,055 6883666,경상남도 거제시 옥포동 1959 102호,"경상남도 거제시 옥포로4길 16, 1층 102호 (옥포동)",53231,식육(숯불구이),식육(숯불구이)
636,파평옥 본점,2021-05-17,영업/정상,055 681 3657,경상남도 거제시 아주동 1693-21,"경상남도 거제시 아주1로 31, 1층 (아주동)",53305,식육(숯불구이),식육(숯불구이)
637,타임포커피,2021-05-17,영업/정상,,경상남도 거제시 두모동 451-1,"경상남도 거제시 두모길 34, 1층 (두모동)",53317,기타,기타
638,베트남쌀국수 포후,2021-05-18,영업/정상,,경상남도 거제시 고현동 205-1,"경상남도 거제시 거제중앙로 1847, 1층 (고현동)",53256,"외국음식전문점(인도,태국등)","외국음식전문점(인도,태국등)"
639,킴스푸드연구소,2021-05-18,영업/정상,,경상남도 거제시 옥포동 518-20,"경상남도 거제시 옥포로21길 8-2, 1층 (옥포동)",53223,한식,한식
640,美.술집.,2021-05-24,영업/정상,,경상남도 거제시 옥포동 873-4,"경상남도 거제시 성산로1길 4, 1층 (옥포동)",53220,정종/대포집/소주방,정종/대포집/소주방
641,오븐마루 상문동점,2021-05-25,영업/정상,055 6338668,경상남도 거제시 문동동 632-1,"경상남도 거제시 문동1길 45-1, 주1동 1층 (문동동)",53298,호프/통닭,호프/통닭
642,샤브연리지 거제양정점,2021-05-25,영업/정상,055 6334560,경상남도 거제시 양정동 999-1,"경상남도 거제시 고현로 138-44, 2층 (양정동)",53235,식육(숯불구이),식육(숯불구이)
643,지코바숯불치킨 상동점,2021-05-26,영업/정상,055 6371123,경상남도 거제시 상동동 184-9,"경상남도 거제시 상동3길 3, 1층 (상동동)",53294,호프/통닭,호프/통닭
644,매미면가,2021-05-26,영업/정상,055 6373377,경상남도 거제시 장목면 대금리 21-5,"경상남도 거제시 장목면 복항길 2, 주1동 1층 103호",53202,냉면집,냉면집
645,바간딸(BAGAN THAR),2021-05-27,영업/정상,,경상남도 거제시 아주동 415,"경상남도 거제시 아주4길 7, 2층 (아주동)",53304,"외국음식전문점(인도,태국등)","외국음식전문점(인도,태국등)"
646,우리집매운등갈비찜.안동찜닭,2021-06-01,영업/정상,,경상남도 거제시 사등면 사곡리 835,"경상남도 거제시 사등면 두동로 58, 2층",53278,한식,한식
647,877커피(COFFEE),2021-06-02,영업/정상,,경상남도 거제시 옥포동 877-1 혜성아파트 106~107호,"경상남도 거제시 성산로 52, 옥포혜성아파트 상가동 1층 106~107호 (옥포동)",53216,분식,분식
648,닥엔돈스 거제상동점,2021-06-07,영업/정상,055 6827147,경상남도 거제시 상동동 72-2,"경상남도 거제시 상동1길 39-1, 1층 101호 (상동동)",53296,식육(숯불구이),식육(숯불구이)
649,보배반점 거제고현점,2021-06-07,영업/정상,50714730270,경상남도 거제시 고현동 978-10 고현동주상복합아파트 107호,"경상남도 거제시 거제중앙로 1930-10, 1층 107호 (고현동, 고현동주상복합아파트)",53251,중국식,중국식
650,카페(cafe)풍경,2021-06-09,영업/정상,055 6376807,경상남도 거제시 고현동 82-59,"경상남도 거제시 거제중앙로 1868-2, 거제센트럴빌 12층 1201호 (고현동)",53255,정종/대포집/소주방,정종/대포집/소주방
651,탕화쿵푸마라탕 거제점,2021-06-15,영업/정상,50714618873,경상남도 거제시 고현동 978-8 101호,"경상남도 거제시 서문로 73, 1층 101호 (고현동)",53251,중국식,중국식
652,킴브로스피자 아주점,2021-06-21,영업/정상,055 682 5588,경상남도 거제시 아주동 330-3,"경상남도 거제시 아주로3길 16, 지하1층 B101호 (아주동)",53304,기타,기타
653,포차중공업,2021-06-22,영업/정상,,경상남도 거제시 장승포동 704-1 장승포차 6호,"경상남도 거제시 장승로 146-14, 장승포차 6호 (장승포동)",,정종/대포집/소주방,정종/대포집/소주방
654,마시께머시께(Hi육지사람),2021-06-22,영업/정상,,경상남도 거제시 장승포동 704-1 장승포차 2호,"경상남도 거제시 장승로 146-14, 장승포차 2호 (장승포동)",53320,분식,분식
655,만남카페,2021-06-23,영업/정상,,경상남도 거제시 장승포동 560-4,"경상남도 거제시 장승로 64-4, 1층 (장승포동)",53323,정종/대포집/소주방,정종/대포집/소주방
656,수월술집,2021-06-23,영업/정상,50714113576,경상남도 거제시 수월동 1120-93,"경상남도 거제시 수양로 448-13, 늘봄타워 1층 102호 (수월동)",53237,정종/대포집/소주방,정종/대포집/소주방
657,당뀨,2021-06-23,영업/정상,055 6323247,경상남도 거제시 상동동 735 대동다숲아파트 상가동 204호,"경상남도 거제시 상동7길 30-1, 대동다숲아파트 상가동 2층 204호 (상동동)",53293,정종/대포집/소주방,정종/대포집/소주방
658,박가네,2021-06-24,영업/정상,,경상남도 거제시 고현동 128-2,"경상남도 거제시 고현로6길 26, 1층 (고현동)",53254,한식,한식
659,원두막포차,2021-06-25,영업/정상,,경상남도 거제시 옥포동 872-9,"경상남도 거제시 성산로1길 1, 1층 (옥포동)",53220,정종/대포집/소주방,정종/대포집/소주방
660,농소리,2021-06-25,영업/정상,055 6327258,경상남도 거제시 장목면 농소리 171-1,"경상남도 거제시 장목면 거제북로 2501-17, 주1동 1층",53200,한식,한식
661,동백가든,2021-06-25,영업/정상,055 6818999,경상남도 거제시 일운면 지세포리 788-2,"경상남도 거제시 일운면 지세포로 119, 1층",53328,한식,한식
662,거제참하누,2021-06-25,영업/정상,055 6323639,경상남도 거제시 고현동 221-7,"경상남도 거제시 동문2길 18, 1층 (고현동)",53255,식육(숯불구이),식육(숯불구이)
663,자갈치브라더스 거제상동점,2021-06-25,영업/정상,50714501301,경상남도 거제시 상동동 210-10,"경상남도 거제시 상동5길 22, 1층 (상동동)",53294,호프/통닭,호프/통닭
664,밍키다방,2021-07-01,영업/정상,,경상남도 거제시 아주동 334-1,"경상남도 거제시 아주로3길 8, 주2동 1층 (아주동)",53304,기타,기타
665,카멜리아(camellia美),2021-07-05,영업/정상,,경상남도 거제시 고현동 82-59,"경상남도 거제시 거제중앙로 1868-2, 거제센트럴빌 10층 1001호 (고현동)",53255,기타,기타
666,달다곰이 거제수월점,2021-07-05,영업/정상,15778149,경상남도 거제시 수월동 1092-4,"경상남도 거제시 수양로 440-3, 1층 101(일부)호 (수월동)",53237,기타,기타
667,요술포차,2021-07-07,영업/정상,,경상남도 거제시 옥포동 520-19 신강보람빌라,"경상남도 거제시 옥포대첩로7길 31, 신강보람빌라 1층 상가5호 (옥포동)",53222,정종/대포집/소주방,정종/대포집/소주방
668,여기자리 BEER,2021-07-09,영업/정상,,경상남도 거제시 장평동 346-25,"경상남도 거제시 장평3로7길 31, 2층 (장평동)",53263,호프/통닭,호프/통닭
669,보보,2021-07-09,영업/정상,50713127423,경상남도 거제시 능포동 357-3,"경상남도 거제시 장승포해안로 297, 1~2층 (능포동)",53314,기타,기타
670,공간카페앤펍,2021-07-12,영업/정상,055 6883041,경상남도 거제시 옥포동 177-1,"경상남도 거제시 옥포로 148, 2층 (옥포동)",53231,기타,기타
671,브라운필드,2021-07-15,영업/정상,50714451467,경상남도 거제시 옥포동 536-7,"경상남도 거제시 옥포대첩로 20, 1층 (옥포동)",53228,기타,기타
672,하늘까페,2021-07-19,영업/정상,50713992896,경상남도 거제시 장승포동 157-6 장승포동마을회관,"경상남도 거제시 장승포해안로 9, 구촌경로당 2층 (장승포동)",53319,경양식,경양식
673,씨엔씨커피(C&C coffee),2021-07-19,영업/정상,055 6350088,경상남도 거제시 고현동 130,"경상남도 거제시 거제중앙로15길 13, 1층 (고현동)",53256,기타,기타
674,바다정원,2021-07-21,영업/정상,055 6815950,경상남도 거제시 능포동 479-1,"경상남도 거제시 능포로 244, 1층 (능포동)",53313,기타,기타
675,제이라운지,2021-07-23,영업/정상,,경상남도 거제시 아주동 1690-10,"경상남도 거제시 아주1로 32, 4층 (아주동)",53305,한식,한식
